Date,product,phase,campaign_platform,campaign_type,communication_medium,subchannel,audience_type,creative_type,creative_name,device,age,spends,impressions,clicks,link_clicks
2019-10-16,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,0,2,0,0
2019-10-16,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,0,5,0,0
2019-10-16,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,0,1,0,0
2019-10-16,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,14.63,5,3,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,53.31,10,2,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,285.38,61,10,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,331.7,36,10,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,0,4,0,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,108.81,8,4,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,0,2,0,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,130.65,33,5,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,0,1,0,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,2.53,2,1,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,0,1,0,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,0,2,0,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,0,3,0,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,1.07,3,1,0
2019-10-18,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,0,2,0,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,66.82,6,2,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,252.84,52,11,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,0,12,0,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,0,1,0,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,120.06,4,2,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,200.14,19,5,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,0,5,0,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,0,1,0,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,46.09,5,1,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,0,1,0,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,0,1,0,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,0,2,0,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,14.33,5,3,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,197.3,8,5,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,26.62,3,1,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,0,1,0,0
2019-10-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,13.02,7,2,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,31.73,12,4,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,272.39,34,9,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,7.19,11,1,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,10.22,3,1,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,0,1,0,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,169.58,21,3,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,0,1,0,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,0,1,0,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,6.42,1,1,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,2.97,3,1,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,30.82,7,6,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,9.57,4,1,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,0,1,0,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,0,1,0,0
2019-10-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,0,2,0,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,0,10,0,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,285.48,52,10,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,56.62,30,5,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,28.84,9,1,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,53.76,5,1,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,101.99,3,2,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,123.13,31,3,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,0,1,0,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,35.65,9,3,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,0,3,0,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,0,1,0,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,20.35,5,1,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,113.03,6,6,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,72.98,16,6,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,64.86,4,3,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,0,1,0,0
2019-10-24,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,193.76,38,2,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,0,2,0,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,114.09,18,2,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,49.11,17,1,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,10.75,5,1,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,0,2,0,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,0,1,0,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,326.58,32,3,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,20.11,3,1,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,137.78,11,5,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,16.59,3,1,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,17.64,0,1,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,0,16,0,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,5.9,6,2,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,179.82,7,2,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,5.25,4,1,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,28.96,2,1,0
2019-10-25,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,328.89,62,7,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,37.29,10,2,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,128.81,26,6,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,98.34,10,1,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,17.55,7,1,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,0,3,0,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,0,1,0,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,225.2,37,7,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,98.1,6,2,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,3.32,3,1,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,22.97,1,1,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,0,5,0,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,16.25,4,2,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,19.98,9,1,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,0,1,0,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,0,1,0,0
2019-10-26,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,357.21,36,6,0
2019-10-27,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,121.77,2,1,0
2019-10-27,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,105.49,16,5,0
2019-10-27,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,49.18,9,2,0
2019-10-27,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,0,4,0,0
2019-10-27,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,0,2,0,0
2019-10-27,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,178.86,20,3,0
2019-10-27,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,1.07,2,1,0
2019-10-27,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,43.95,2,1,0
2019-10-27,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,55-64,85.66,1,1,0
2019-10-27,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,133.52,9,3,0
2019-10-28,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,49.25,2,1,0
2019-10-28,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,135.36,11,2,0
2019-10-28,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,80.59,8,2,0
2019-10-28,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,13.33,3,2,0
2019-10-28,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,186.95,14,4,0
2019-10-28,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,1.6,2,1,0
2019-10-28,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,0,1,0,0
2019-10-28,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,0,2,0,0
2019-10-28,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,61.49,2,1,0
2019-10-28,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,0,1,0,0
2019-10-28,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,35.7,7,1,0
2019-10-29,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,5.08,10,2,0
2019-10-29,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,574.01,94,19,0
2019-10-29,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,262.88,37,5,0
2019-10-29,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,165.74,10,4,0
2019-10-29,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,30.8,11,4,0
2019-10-29,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,31.72,2,1,0
2019-10-29,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,133.85,70,8,0
2019-10-29,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,0,2,0,0
2019-10-29,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,195.88,3,3,0
2019-10-29,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,23.07,6,2,0
2019-10-29,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,40.65,3,2,0
2019-10-29,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,44.78,9,1,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,100.71,15,3,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,771.08,113,17,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,503.53,80,12,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,162.82,27,3,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,1.62,5,1,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,0,2,0,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,332.98,92,15,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,201.01,36,7,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,261.42,93,18,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,73.49,26,2,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,1.33,5,1,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,55-64,36.3,3,2,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,65 or more,0,1,0,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,77.58,90,11,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Tablet,25-34,5.33,3,1,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Tablet,35-44,0,1,0,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Tablet,45-54,0,1,0,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,13.36,6,2,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,97.12,6,3,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,0,1,0,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,69.78,8,2,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,176.97,5,4,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,102.78,10,5,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,94.74,6,2,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,0,2,0,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,55-64,39.68,1,1,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,65 or more,0,3,0,0
2019-10-30,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,260.42,52,8,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,247.43,26,6,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,510.11,112,19,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,266.18,41,10,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,0,16,0,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,0,3,0,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,0,5,0,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,189.36,98,17,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,471.71,112,36,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,1000.97,231,60,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,378.48,91,12,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,1.31,25,1,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,55-64,5.82,7,1,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,65 or more,33.98,11,3,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,371.8,214,24,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Tablet,18-24,0,1,0,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,19.01,7,2,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,20.67,3,1,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,0,1,0,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,0,1,0,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,1.6,8,1,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,126.93,14,6,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,40.18,10,4,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,45.96,4,2,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,0,1,0,0
2019-10-31,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,286.87,34,5,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,116.6,16,4,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,833.8,99,19,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,483.11,64,12,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,78.77,23,4,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,0,1,0,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,0,2,0,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,179.38,72,4,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,546.73,98,23,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,1266.78,181,48,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,103.14,59,12,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,49.79,22,5,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,55-64,0,2,0,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,65 or more,0,3,0,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,395.37,190,23,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Tablet,25-34,0.43,1,1,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Tablet,Undetermined,0,1,0,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,272.15,11,5,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,4.33,2,1,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,0,1,0,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,0,3,0,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,44.05,11,4,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,133.8,14,4,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,189.85,8,6,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,1.07,3,1,0
2019-11-01,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,66.58,53,5,0
2019-11-02,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,157.61,29,9,0
2019-11-02,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,93.78,65,6,0
2019-11-02,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,185.79,30,6,0
2019-11-02,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,175.75,11,2,0
2019-11-02,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,11.45,4,1,0
2019-11-02,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,29.34,3,2,0
2019-11-02,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,284.98,47,9,0
