Date,product,phase,campaign_platform,campaign_type,communication_medium,subchannel,audience_type,creative_type,creative_name,device,age,spends,impressions,clicks,link_clicks
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,25-34,182.77,1320,41,24
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,35-44,29.46,237,12,5
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,45-54,8.82,98,2,2
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,55-64,0.53,5,0,
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,25-34,373.52,2688,65,43
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,35-44,35.44,271,6,5
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,45-54,6.91,52,0,
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,25-34,626.47,3660,166,72
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,35-44,121.22,725,49,24
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,45-54,15.04,125,1,
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,25-34,168.93,1383,11,11
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,35-44,14.5,126,4,4
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,45-54,4.39,52,1,1
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,55-64,0.87,2,0,
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,25-34,178.93,934,34,23
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,35-44,23.44,172,6,2
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,45-54,8.71,72,3,2
2019-12-19,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,55-64,0.4,8,0,
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,113.14,34,8,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,384.32,160,37,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,541.75,124,32,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,206.52,28,9,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,56.66,4,1,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,29.06,12,3,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,182.23,108,23,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,670.34,316,100,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,1117.87,505,152,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,240.21,141,45,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,37.19,39,5,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,55-64,39.79,18,5,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,65 or more,48.32,25,8,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,300.11,406,58,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Tablet,45-54,0,1,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Tablet,Undetermined,0,3,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,6.92,1,1,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,10.25,10,3,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,39.35,3,2,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,0,1,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,0,1,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,12.07,9,2,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,54.47,10,4,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,139.23,14,8,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,3.37,4,1,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,0,1,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,55-64,0,2,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,14.45,32,1,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,18-24,127.61,18,2,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,25-34,715.39,73,11,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,35-44,332.21,28,5,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,45-54,0,6,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,55-64,0,5,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,65 or more,0,2,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,Undetermined,44.85,62,1,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,18-24,362.19,109,10,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,25-34,712.61,231,23,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,35-44,252.43,79,9,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,45-54,76.13,15,3,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,55-64,0,3,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,65 or more,0,10,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,Undetermined,142.75,168,6,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Tablet,25-34,0,1,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,18-24,157.93,12,3,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,25-34,105.06,26,2,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,35-44,63.79,10,1,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,45-54,0,1,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,55-64,0,2,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,65 or more,0,1,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,Undetermined,6.67,25,1,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,18-24,345.35,77,7,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,25-34,604.75,79,12,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,35-44,145.87,36,4,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,45-54,89.92,5,1,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,55-64,0,1,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,65 or more,0,4,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,Undetermined,514.8,272,7,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Tablet,35-44,0,2,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,18-24,248.98,38,5,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,25-34,656.73,113,23,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,35-44,188.98,52,7,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,45-54,146.03,19,5,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,55-64,68.23,7,2,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,65 or more,13.93,5,1,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,Undetermined,347.69,110,11,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,18-24,440.2,339,43,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,25-34,740.52,525,80,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,35-44,347.13,207,32,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,45-54,72.8,60,8,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,55-64,17.29,17,2,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,65 or more,27.88,22,1,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,Undetermined,378.61,614,35,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Tablet,25-34,0,3,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Tablet,45-54,0,1,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Tablet,Undetermined,0,1,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,18-24,457.7,39,9,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,25-34,416.56,71,11,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,35-44,88.47,35,3,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,45-54,213.02,10,4,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,55-64,12.58,3,1,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,65 or more,0,1,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,Undetermined,394.54,100,14,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,18-24,2535.39,217,39,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,25-34,2601.11,218,57,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,35-44,456.35,90,8,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,45-54,422.22,24,7,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,55-64,0,3,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,65 or more,117.63,4,2,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,Undetermined,1753.26,397,37,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Tablet,18-24,0,1,0,0
2019-12-19,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Tablet,Undetermined,0,1,0,0
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,25-34,64.69,503,11,7
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,35-44,8.79,72,1,1
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,45-54,2.27,24,0,
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,55-64,0.01,1,0,
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,25-34,284.77,2192,86,62
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,35-44,39.77,331,9,4
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,45-54,10.19,101,4,4
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,55-64,0.1,3,1,1
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,25-34,191.16,1191,32,27
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,35-44,28.22,155,9,7
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,45-54,1.36,18,1,1
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,25-34,778.66,4844,219,95
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,35-44,141.98,926,41,18
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,45-54,17.52,155,4,
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,25-34,73.57,534,5,3
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,35-44,7.44,54,0,
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Carousal,Carousal,device,45-54,2.63,28,0,
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,25-34,296.22,1847,71,42
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,35-44,39.55,264,14,6
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,45-54,13.12,117,9,7
2019-12-20,Product 1,Performance,Facebook Ads,Conversions,Creative,Facebook Ads,Audience 2,Image,Click,device,55-64,0.9,7,0,
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,42.76,29,8,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,832.63,174,52,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,244.68,86,21,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,74.4,27,6,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,55-64,40.91,17,4,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,65 or more,6.2,10,1,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,296.43,145,24,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,768.38,271,90,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,563.25,377,102,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,143.5,129,32,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,45-54,38.93,21,7,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,55-64,69.75,18,7,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,65 or more,44.75,23,6,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,291.44,368,58,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Tablet,18-24,33.92,3,1,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Tablet,25-34,9.31,3,1,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Tablet,45-54,13.57,3,1,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Tablet,55-64,0,1,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Tablet,Undetermined,0,2,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,18-24,31.47,4,2,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,25-34,21.24,9,3,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,35-44,0,4,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,45-54,17.02,3,2,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Desktop,Undetermined,42.46,8,2,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,18-24,49.01,14,6,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,25-34,33,7,5,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,35-44,0,2,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,55-64,0,4,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Brand,'-,'-,'-,Mobile,Undetermined,0.18,15,1,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,18-24,151.55,16,3,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,25-34,309.22,59,6,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,35-44,260.89,32,4,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,45-54,0,8,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,55-64,0,1,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,65 or more,67.32,4,1,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,Undetermined,483.68,60,8,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,18-24,205.17,89,9,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,25-34,444.98,204,15,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,35-44,304.42,79,10,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,45-54,0,11,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,55-64,0,3,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,65 or more,30.86,12,2,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,Undetermined,307.39,139,10,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Tablet,18-24,0,1,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Tablet,25-34,0,1,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,18-24,0,9,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,25-34,94.67,27,2,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,35-44,82.9,8,1,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,55-64,0,1,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Desktop,Undetermined,0,29,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,18-24,1040.86,82,22,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,25-34,448.98,74,9,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,35-44,78.3,30,4,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,45-54,0,2,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,65 or more,0,5,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Mobile,Undetermined,180.29,201,6,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Competitor,'-,'-,'-,Tablet,Undetermined,0,1,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,18-24,97.63,26,5,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,25-34,301.42,71,11,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,35-44,204.24,58,9,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,45-54,162.92,20,6,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,55-64,58.18,7,4,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,65 or more,3.78,3,1,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,Undetermined,185.6,81,6,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,18-24,681.47,338,51,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,25-34,936.89,464,75,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,35-44,397.34,151,30,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,45-54,11.35,51,4,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,55-64,54.58,21,3,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,65 or more,19.92,21,2,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,Undetermined,482.83,475,35,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Tablet,65 or more,0,1,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,18-24,340.53,32,6,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,25-34,1139.9,93,23,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,35-44,151.75,21,4,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,45-54,76.61,11,2,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,55-64,0,18,0,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,65 or more,63.58,3,1,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Desktop,Undetermined,1076.94,231,40,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,18-24,1850.28,166,33,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,25-34,1097.84,159,26,0
2019-12-20,Product 1,Performance,Google Ads,Search,Search Keywords,Generic,'-,'-,'-,Mobile,35-44,628.3,61,17,0
